,cbo,noc,cyclomatic,dit,lcom,rfc,wmc,designDefect
64497,0,0,1,0,0,0,1,1
64500,0,0,1,0,0,0,1,1
64503,0,0,1,0,0,0,1,1
64506,0,0,1,0,0,0,1,1
64509,0,0,1,0,0,0,1,1
64512,0,0,1,0,0,0,1,1
64515,0,0,1,0,0,0,1,1
64516,0,0,1,0,0,0,1,1
64519,0,0,4,0,0,0,4,1
64520,0,0,6,0,0,0,6,1
64521,7,0,0,2,0,17,9,1
64522,0,0,3,0,0,0,3,1
64523,0,0,3,0,0,0,3,1
64526,0,0,3,0,0,0,3,1
64527,0,0,0,2,0,14,0,1
64528,4,0,0,1,0,5,7,1
64550,0,0,1,0,0,0,1,1
64552,0,0,4,0,0,0,4,1
64554,0,0,1,0,0,0,1,1
64558,0,0,2,0,0,0,2,1
64569,0,0,1,0,0,0,1,1
64578,0,0,0,0,0,0,0,1
64579,0,0,0,0,0,0,0,1
64580,0,0,0,0,0,0,0,1
64581,0,0,0,0,0,0,0,1
64582,0,0,0,0,0,0,0,1
64583,0,0,0,0,0,0,0,1
64584,0,0,0,0,0,0,0,1
64585,0,0,0,0,0,0,0,1
64586,0,0,0,0,0,0,0,1
64587,0,0,0,0,0,0,0,1
64588,0,0,0,0,0,0,0,1
64589,0,0,0,0,0,0,0,1
64590,0,0,0,0,0,0,0,1
64591,0,0,0,0,0,0,0,1
64592,0,0,0,0,0,0,0,1
64593,0,0,0,0,0,0,0,1
64594,0,0,0,0,0,0,0,1
64595,0,0,0,0,0,0,0,1
64596,0,0,0,0,0,0,0,1
64597,0,0,0,0,0,0,0,1
64598,0,0,0,0,0,0,0,1
64599,0,0,0,0,0,0,0,1
64600,0,0,0,0,0,0,0,1
64601,0,0,0,0,0,0,0,1
64602,0,0,0,0,0,0,0,1
64603,0,0,0,0,0,0,0,1
64604,0,0,0,0,0,0,0,1
64605,0,0,0,0,0,0,0,1
64607,2,0,0,2,0,3,3,1
64609,0,0,1,0,0,0,1,1
64610,0,0,1,0,0,0,1,1
64611,4,0,0,2,0,3,3,1
64613,0,0,1,0,0,0,1,1
64615,1,0,0,2,0,2,2,1
64617,0,0,1,0,0,0,1,1
64618,1,0,0,2,0,7,7,1
64629,1,0,0,2,0,4,4,1
64637,2,0,0,2,0,4,5,1
64640,0,0,1,0,0,0,1,1
64642,1,0,0,2,0,2,2,1
64644,0,0,1,0,0,0,1,1
64645,1,0,0,2,0,8,8,1
64657,1,0,0,2,0,3,3,1
64664,1,0,0,2,0,3,3,1
64676,0,0,1,0,0,0,1,1
64677,0,0,1,0,0,0,1,1
64680,0,0,1,0,0,0,1,1
64681,0,0,1,0,0,0,1,1
64682,0,0,1,0,0,0,1,1
64684,0,0,1,0,0,0,1,1
64685,0,0,1,0,0,0,1,1
64688,0,0,2,0,0,0,2,1
64689,0,0,1,0,0,0,1,1
64692,5,0,0,1,0,3,11,1
64693,0,0,5,0,0,0,5,1
64694,0,0,5,0,0,0,5,1
64699,1,0,0,2,0,6,6,1
64723,0,0,6,0,0,0,6,1
64724,0,0,3,0,0,0,3,1
64727,0,0,0,2,0,3,3,1
64731,1,0,0,1,0,1,2,1
64733,0,0,0,2,0,1,1,1
64735,0,0,0,2,0,1,1,1
68306,2,0,0,1,0,1,2,1
68307,0,0,2,0,0,0,2,1
68308,2,0,0,1,44,3,9,1
68309,0,0,1,0,0,0,1,1
68310,0,0,4,0,0,0,4,1
68311,0,0,4,0,0,0,4,1
68314,2,0,0,1,0,2,2,1
68315,0,0,1,0,0,0,1,1
68318,0,0,0,0,0,0,0,1
68319,0,0,0,0,0,0,0,1
68321,0,0,0,0,0,0,0,1
68322,0,0,0,0,0,0,0,1
68323,0,0,0,0,0,0,0,1
68324,0,0,0,1,0,2,3,1
68325,0,0,2,0,0,0,2,1
68326,0,0,1,0,0,0,1,1
68343,6,0,0,1,50,4,11,1
68345,0,0,6,0,0,0,6,1
68348,2,0,0,2,0,35,1,1
68349,0,0,1,0,0,0,1,1
68350,3,0,0,2,0,21,2,1
68351,0,0,1,0,0,0,1,1
68352,0,0,1,0,0,0,1,1
68353,1,0,0,2,0,30,1,1
68354,0,0,1,0,0,0,1,1
68371,5,0,0,1,25,4,4,1
68373,0,0,1,0,0,0,1,1
68374,0,0,1,0,0,0,1,1
68378,0,0,2,0,0,0,2,1
68379,0,0,2,0,0,0,2,1
68390,1,0,0,1,33,5,5,1
68432,2,0,0,1,0,1,1,1
68443,0,0,1,0,0,0,1,1
68444,0,0,1,0,0,0,1,1
68458,0,0,2,0,0,0,2,1
68462,0,0,1,0,0,0,1,1
68463,0,0,1,0,0,0,1,1
68470,2,1,0,1,0,2,2,1
68472,0,0,1,0,0,0,1,1
68495,6,0,0,1,33,1,1,1
68498,0,0,0,1,0,2,3,1
68510,0,0,0,1,0,2,3,1
68534,0,0,0,1,0,1,1,1
68535,0,0,1,0,0,0,1,1
68545,0,0,2,0,0,0,2,1
68548,0,0,10,0,0,0,10,1
68551,0,0,1,0,0,0,1,1
68552,0,0,1,0,0,0,1,1
68553,0,0,1,0,0,0,1,1
68554,0,0,1,0,0,0,1,1
68555,0,0,1,0,0,0,1,1
68556,0,0,2,0,0,0,2,1
68559,0,0,12,0,0,0,12,1
68571,0,0,11,0,0,0,11,1
68593,4,0,0,1,0,7,8,1
68594,0,0,1,0,0,0,1,1
68596,0,0,2,0,0,0,2,1
68597,0,0,1,0,0,0,1,1
68601,1,0,0,1,33,2,2,1
68604,2,0,0,1,33,2,3,1
72313,0,0,0,0,0,0,0,1
72314,0,0,0,0,0,0,0,1
72315,0,0,0,0,0,0,0,1
72316,0,0,0,0,0,0,0,1
72317,0,0,0,0,0,0,0,1
72318,0,0,0,0,0,0,0,1
72319,0,0,0,0,0,0,0,1
72320,0,0,0,0,0,0,0,1
72321,0,0,0,0,0,0,0,1
72322,0,0,0,0,0,0,0,1
72323,0,0,0,0,0,0,0,1
72324,0,0,0,0,0,0,0,1
72325,0,0,0,0,0,0,0,1
72326,0,0,0,0,0,0,0,1
72327,0,0,0,0,0,0,0,1
72328,0,0,0,0,0,0,0,1
72329,0,0,0,0,0,0,0,1
72330,0,0,0,0,0,0,0,1
72331,0,0,0,0,0,0,0,1
72332,0,0,0,0,0,0,0,1
72333,0,0,0,0,0,0,0,1
72334,0,0,0,0,0,0,0,1
72335,0,0,0,0,0,0,0,1
72336,0,0,0,0,0,0,0,1
72337,0,0,0,0,0,0,0,1
72338,0,0,0,0,0,0,0,1
72339,0,0,0,0,0,0,0,1
72340,0,0,0,0,0,0,0,1
72341,0,0,0,0,0,0,0,1
72342,0,0,0,0,0,0,0,1
72343,0,0,0,0,0,0,0,1
72344,0,0,0,0,0,0,0,1
72345,0,0,0,0,0,0,0,1
72346,0,0,0,0,0,0,0,1
72347,0,0,0,0,0,0,0,1
72348,0,0,0,0,0,0,0,1
72349,0,0,0,0,0,0,0,1
72350,0,0,0,0,0,0,0,1
72351,0,0,0,0,0,0,0,1
72352,0,0,0,0,0,0,0,1
72353,0,0,0,0,0,0,0,1
72354,0,0,0,0,0,0,0,1
72355,0,0,0,0,0,0,0,1
72356,0,0,0,0,0,0,0,1
72357,0,0,0,0,0,0,0,1
72358,0,0,0,0,0,0,0,1
72359,0,0,0,0,0,0,0,1
72360,0,0,0,0,0,0,0,1
72361,0,0,0,0,0,0,0,1
72362,0,0,0,0,0,0,0,1
72363,0,0,0,0,0,0,0,1
72364,0,0,0,0,0,0,0,1
72365,0,0,0,0,0,0,0,1
72366,0,0,0,0,0,0,0,1
72367,0,0,0,0,0,0,0,1
72368,0,0,0,0,0,0,0,1
72369,0,0,0,0,0,0,0,1
72370,0,0,0,0,0,0,0,1
72371,0,0,0,0,0,0,0,1
72372,0,0,0,0,0,0,0,1
72373,0,0,0,0,0,0,0,1
72374,0,0,0,0,0,0,0,1
72375,0,0,0,0,0,0,0,1
72376,0,0,0,0,0,0,0,1
72377,0,0,0,0,0,0,0,1
72378,0,0,0,0,0,0,0,1
72379,0,0,0,0,0,0,0,1
72380,0,0,0,0,0,0,0,1
72381,0,0,0,0,0,0,0,1
72382,0,0,0,0,0,0,0,1
72383,0,0,0,0,0,0,0,1
72384,0,0,0,0,0,0,0,1
72385,0,0,0,0,0,0,0,1
72386,0,0,0,0,0,0,0,1
72387,0,0,0,0,0,0,0,1
72388,0,0,0,0,0,0,0,1
72389,0,0,0,0,0,0,0,1
72390,0,0,0,0,0,0,0,1
72391,0,0,0,0,0,0,0,1
72392,0,0,0,0,0,0,0,1
72393,0,0,0,0,0,0,0,1
72394,0,0,0,0,0,0,0,1
72395,0,0,0,0,0,0,0,1
72396,0,0,0,0,0,0,0,1
72397,0,0,0,0,0,0,0,1
72398,0,0,0,0,0,0,0,1
72399,0,0,0,0,0,0,0,1
72400,0,0,0,0,0,0,0,1
72401,0,0,0,0,0,0,0,1
72402,0,0,0,0,0,0,0,1
72403,0,0,0,0,0,0,0,1
72404,0,0,0,0,0,0,0,1
72405,0,0,0,0,0,0,0,1
72406,0,0,0,0,0,0,0,1
72407,0,0,0,0,0,0,0,1
72408,0,0,0,0,0,0,0,1
72409,0,0,0,0,0,0,0,1
72410,0,0,0,0,0,0,0,1
72411,0,0,0,0,0,0,0,1
72412,0,0,0,0,0,0,0,1
72413,0,0,0,0,0,0,0,1
72414,0,0,0,0,0,0,0,1
72415,0,0,0,0,0,0,0,1
72416,0,0,0,0,0,0,0,1
72417,0,0,0,0,0,0,0,1
72418,0,0,0,0,0,0,0,1
72419,0,0,0,0,0,0,0,1
72420,0,0,0,0,0,0,0,1
72421,0,0,0,0,0,0,0,1
72422,0,0,0,0,0,0,0,1
72423,0,0,0,0,0,0,0,1
72424,0,0,0,0,0,0,0,1
72425,0,0,0,0,0,0,0,1
72426,0,0,0,0,0,0,0,1
72427,0,0,0,0,0,0,0,1
72428,0,0,0,0,0,0,0,1
72429,0,0,0,0,0,0,0,1
72430,0,0,0,0,0,0,0,1
72431,0,0,0,0,0,0,0,1
72432,0,0,0,0,0,0,0,1
72433,0,0,0,0,0,0,0,1
72434,0,0,0,0,0,0,0,1
72435,0,0,0,0,0,0,0,1
72436,0,0,0,0,0,0,0,1
72437,0,0,0,0,0,0,0,1
72438,0,0,0,0,0,0,0,1
72439,0,0,0,0,0,0,0,1
72440,0,0,0,0,0,0,0,1
72441,0,0,0,0,0,0,0,1
72442,0,0,0,0,0,0,0,1
72443,0,0,0,0,0,0,0,1
72444,0,0,0,0,0,0,0,1
72445,0,0,0,0,0,0,0,1
72446,0,0,0,0,0,0,0,1
72447,0,0,0,0,0,0,0,1
72448,0,0,0,0,0,0,0,1
72449,0,0,0,0,0,0,0,1
72450,0,0,0,0,0,0,0,1
72451,0,0,0,0,0,0,0,1
72452,0,0,0,0,0,0,0,1
72453,0,0,0,0,0,0,0,1
72454,0,0,0,0,0,0,0,1
72455,0,0,0,0,0,0,0,1
72456,0,0,0,0,0,0,0,1
72457,0,0,0,0,0,0,0,1
72458,0,0,0,0,0,0,0,1
72459,0,0,0,0,0,0,0,1
72460,0,0,0,0,0,0,0,1
72461,0,0,0,0,0,0,0,1
72462,0,0,0,0,0,0,0,1
72463,0,0,0,0,0,0,0,1
72464,0,0,0,0,0,0,0,1
72465,0,0,0,0,0,0,0,1
72466,0,0,0,0,0,0,0,1
72467,0,0,0,0,0,0,0,1
72468,0,0,0,0,0,0,0,1
72469,0,0,0,0,0,0,0,1
72470,0,0,0,0,0,0,0,1
72471,0,0,0,0,0,0,0,1
72472,0,0,0,0,0,0,0,1
72473,0,0,0,0,0,0,0,1
72474,0,0,0,0,0,0,0,1
72475,0,0,0,0,0,0,0,1
72476,0,0,0,0,0,0,0,1
72477,0,0,0,0,0,0,0,1
72478,0,0,0,0,0,0,0,1
72479,0,0,0,0,0,0,0,1
72480,0,0,0,0,0,0,0,1
72481,0,0,0,0,0,0,0,1
72482,0,0,0,0,0,0,0,1
72483,0,0,0,0,0,0,0,1
72484,0,0,0,0,0,0,0,1
72485,0,0,0,0,0,0,0,1
72486,0,0,0,0,0,0,0,1
72487,0,0,0,0,0,0,0,1
72488,0,0,0,0,0,0,0,1
72489,0,0,0,0,0,0,0,1
72490,0,0,0,0,0,0,0,1
72491,0,0,0,0,0,0,0,1
72492,0,0,0,0,0,0,0,1
72493,0,0,0,0,0,0,0,1
72494,0,0,0,0,0,0,0,1
72495,0,0,0,0,0,0,0,1
72496,0,0,0,0,0,0,0,1
72497,0,0,0,0,0,0,0,1
72498,0,0,0,0,0,0,0,1
72499,0,0,0,0,0,0,0,1
72500,0,0,0,0,0,0,0,1
72501,0,0,0,0,0,0,0,1
72502,0,0,0,0,0,0,0,1
72503,0,0,0,0,0,0,0,1
72504,0,0,0,0,0,0,0,1
72505,0,0,0,0,0,0,0,1
72506,0,0,0,0,0,0,0,1
72507,0,0,0,0,0,0,0,1
72508,0,0,0,0,0,0,0,1
72509,0,0,0,0,0,0,0,1
72510,0,0,0,0,0,0,0,1
72511,0,0,0,0,0,0,0,1
72512,0,0,0,0,0,0,0,1
72513,0,0,0,0,0,0,0,1
72514,0,0,0,0,0,0,0,1
72515,0,0,0,0,0,0,0,1
72516,0,0,0,0,0,0,0,1
72517,0,0,0,0,0,0,0,1
72518,0,0,0,0,0,0,0,1
72519,0,0,0,0,0,0,0,1
72520,0,0,0,0,0,0,0,1
72521,0,0,0,0,0,0,0,1
72522,0,0,0,0,0,0,0,1
72523,0,0,0,0,0,0,0,1
72524,0,0,0,0,0,0,0,1
72525,0,0,0,0,0,0,0,1
72526,0,0,0,0,0,0,0,1
72527,0,0,0,0,0,0,0,1
72528,0,0,0,0,0,0,0,1
72529,0,0,0,0,0,0,0,1
72530,0,0,0,0,0,0,0,1
72531,0,0,0,0,0,0,0,1
72532,0,0,0,0,0,0,0,1
72533,0,0,0,0,0,0,0,1
72534,0,0,0,0,0,0,0,1
72535,0,0,0,0,0,0,0,1
72536,0,0,0,0,0,0,0,1
72537,0,0,0,0,0,0,0,1
72538,0,0,0,0,0,0,0,1
72539,0,0,0,0,0,0,0,1
72540,0,0,0,0,0,0,0,1
72541,0,0,0,0,0,0,0,1
72542,0,0,0,0,0,0,0,1
72543,0,0,0,0,0,0,0,1
72544,0,0,0,0,0,0,0,1
72545,0,0,0,0,0,0,0,1
72546,0,0,0,0,0,0,0,1
72547,0,0,0,0,0,0,0,1
72548,0,0,0,0,0,0,0,1
72549,0,0,0,0,0,0,0,1
72550,0,0,0,0,0,0,0,1
72551,0,0,0,0,0,0,0,1
72552,0,0,0,0,0,0,0,1
72553,0,0,0,0,0,0,0,1
72554,0,0,0,0,0,0,0,1
72555,0,0,0,0,0,0,0,1
72556,0,0,0,0,0,0,0,1
72557,0,0,0,0,0,0,0,1
72558,0,0,0,0,0,0,0,1
72559,0,0,0,0,0,0,0,1
72560,0,0,0,0,0,0,0,1
72561,0,0,0,0,0,0,0,1
72562,0,0,0,0,0,0,0,1
72563,0,0,0,0,0,0,0,1
72564,0,0,0,0,0,0,0,1
72565,0,0,0,0,0,0,0,1
72566,0,0,0,0,0,0,0,1
72567,0,0,0,0,0,0,0,1
72568,0,0,0,0,0,0,0,1
72569,0,0,0,0,0,0,0,1
72570,0,0,0,0,0,0,0,1
72571,0,0,0,0,0,0,0,1
72572,0,0,0,0,0,0,0,1
72573,0,0,0,0,0,0,0,1
72574,0,0,0,0,0,0,0,1
72575,0,0,0,0,0,0,0,1
72576,0,0,0,0,0,0,0,1
72577,0,0,0,0,0,0,0,1
72578,0,0,0,0,0,0,0,1
72579,0,0,0,0,0,0,0,1
72580,0,0,0,0,0,0,0,1
72581,0,0,0,0,0,0,0,1
72582,0,0,0,0,0,0,0,1
72583,0,0,0,0,0,0,0,1
72584,0,0,0,0,0,0,0,1
72585,0,0,0,0,0,0,0,1
72586,0,0,0,0,0,0,0,1
72587,0,0,0,0,0,0,0,1
72588,0,0,0,0,0,0,0,1
72589,0,0,0,0,0,0,0,1
72590,0,0,0,0,0,0,0,1
72591,0,0,0,0,0,0,0,1
72592,0,0,0,0,0,0,0,1
72593,0,0,0,0,0,0,0,1
72594,0,0,0,0,0,0,0,1
72595,0,0,0,0,0,0,0,1
72596,0,0,0,0,0,0,0,1
72597,0,0,0,0,0,0,0,1
72598,0,0,0,0,0,0,0,1
72599,0,0,0,0,0,0,0,1
72600,0,0,0,0,0,0,0,1
72601,0,0,0,0,0,0,0,1
72602,0,0,0,0,0,0,0,1
72603,0,0,0,0,0,0,0,1
72604,0,0,0,0,0,0,0,1
72605,0,0,0,0,0,0,0,1
72606,0,0,0,0,0,0,0,1
72607,0,0,0,0,0,0,0,1
72608,0,0,0,0,0,0,0,1
72609,0,0,0,0,0,0,0,1
72610,0,0,0,0,0,0,0,1
72611,0,0,0,0,0,0,0,1
72612,0,0,0,0,0,0,0,1
72613,0,0,0,0,0,0,0,1
72614,0,0,0,0,0,0,0,1
72615,0,0,0,0,0,0,0,1
72616,0,0,0,0,0,0,0,1
72617,0,0,0,0,0,0,0,1
72618,0,0,0,0,0,0,0,1
72619,0,0,0,0,0,0,0,1
72620,0,0,0,0,0,0,0,1
72621,0,0,0,0,0,0,0,1
72622,0,0,0,0,0,0,0,1
72623,0,0,0,0,0,0,0,1
72624,0,0,0,0,0,0,0,1
72625,0,0,0,0,0,0,0,1
72626,0,0,0,0,0,0,0,1
72627,0,0,0,0,0,0,0,1
72628,0,0,0,0,0,0,0,1
72629,0,0,0,0,0,0,0,1
72630,0,0,0,0,0,0,0,1
72631,0,0,0,0,0,0,0,1
72632,0,0,0,0,0,0,0,1
72633,0,0,0,0,0,0,0,1
72634,0,0,0,0,0,0,0,1
72635,0,0,0,0,0,0,0,1
72636,0,0,0,0,0,0,0,1
72637,0,0,0,0,0,0,0,1
72638,0,0,0,0,0,0,0,1
72639,0,0,0,0,0,0,0,1
72640,0,0,0,0,0,0,0,1
72641,0,0,0,0,0,0,0,1
72642,0,0,0,0,0,0,0,1
72643,0,0,0,0,0,0,0,1
72644,0,0,0,0,0,0,0,1
72645,0,0,0,0,0,0,0,1
72646,0,0,0,0,0,0,0,1
72647,0,0,0,0,0,0,0,1
72648,0,0,0,0,0,0,0,1
72649,0,0,0,0,0,0,0,1
72650,0,0,0,0,0,0,0,1
72651,0,0,0,0,0,0,0,1
72652,0,0,0,0,0,0,0,1
72653,0,0,0,0,0,0,0,1
72654,0,0,0,0,0,0,0,1
72655,0,0,0,0,0,0,0,1
72656,0,0,0,0,0,0,0,1
72657,0,0,0,0,0,0,0,1
72658,0,0,0,0,0,0,0,1
72659,0,0,0,0,0,0,0,1
72660,0,0,0,0,0,0,0,1
72661,0,0,0,0,0,0,0,1
72662,0,0,0,0,0,0,0,1
72663,0,0,0,0,0,0,0,1
72664,0,0,0,0,0,0,0,1
72665,0,0,0,0,0,0,0,1
72666,0,0,0,0,0,0,0,1
72667,0,0,0,0,0,0,0,1
72668,0,0,0,0,0,0,0,1
72669,0,0,0,0,0,0,0,1
72670,0,0,0,0,0,0,0,1
72671,0,0,0,0,0,0,0,1
72672,0,0,0,0,0,0,0,1
72673,0,0,0,0,0,0,0,1
72674,0,0,0,0,0,0,0,1
72675,0,0,0,0,0,0,0,1
72676,0,0,0,0,0,0,0,1
72677,0,0,0,0,0,0,0,1
72678,0,0,0,0,0,0,0,1
72679,0,0,0,0,0,0,0,1
72680,0,0,0,0,0,0,0,1
72681,0,0,0,0,0,0,0,1
72682,0,0,0,0,0,0,0,1
72683,0,0,0,0,0,0,0,1
72684,0,0,0,0,0,0,0,1
72685,0,0,0,0,0,0,0,1
72686,0,0,0,0,0,0,0,1
72687,0,0,0,0,0,0,0,1
72688,0,0,0,0,0,0,0,1
72689,0,0,0,0,0,0,0,1
72690,0,0,0,0,0,0,0,1
72691,0,0,0,0,0,0,0,1
72692,0,0,0,0,0,0,0,1
72693,0,0,0,0,0,0,0,1
72694,0,0,0,0,0,0,0,1
72695,0,0,0,0,0,0,0,1
72696,0,0,0,0,0,0,0,1
72697,0,0,0,0,0,0,0,1
72698,0,0,0,0,0,0,0,1
72699,0,0,0,0,0,0,0,1
72700,0,0,0,0,0,0,0,1
72701,0,0,0,0,0,0,0,1
72702,0,0,0,0,0,0,0,1
72703,0,0,0,0,0,0,0,1
72704,0,0,0,0,0,0,0,1
72705,0,0,0,0,0,0,0,1
72706,0,0,0,0,0,0,0,1
72707,0,0,0,0,0,0,0,1
72708,0,0,0,0,0,0,0,1
72709,0,0,0,0,0,0,0,1
72710,0,0,0,0,0,0,0,1
72711,0,0,0,0,0,0,0,1
72712,0,0,0,0,0,0,0,1
72713,0,0,0,0,0,0,0,1
72714,0,0,0,0,0,0,0,1
72715,0,0,0,0,0,0,0,1
72716,0,0,0,0,0,0,0,1
72717,0,0,0,0,0,0,0,1
72718,0,0,0,0,0,0,0,1
72719,0,0,0,0,0,0,0,1
72720,0,0,0,0,0,0,0,1
72721,0,0,0,0,0,0,0,1
72722,0,0,0,0,0,0,0,1
72723,0,0,0,0,0,0,0,1
72724,0,0,0,0,0,0,0,1
72725,0,0,0,0,0,0,0,1
72726,0,0,0,0,0,0,0,1
72727,0,0,0,0,0,0,0,1
72728,0,0,0,0,0,0,0,1
72729,0,0,0,0,0,0,0,1
72730,0,0,0,0,0,0,0,1
72731,0,0,0,0,0,0,0,1
72732,0,0,0,0,0,0,0,1
72733,0,0,0,0,0,0,0,1
72734,0,0,0,0,0,0,0,1
72735,0,0,0,0,0,0,0,1
72736,0,0,0,0,0,0,0,1
72737,0,0,0,0,0,0,0,1
72738,0,0,0,0,0,0,0,1
72739,0,0,0,0,0,0,0,1
72740,0,0,0,0,0,0,0,1
72741,0,0,0,0,0,0,0,1
72742,0,0,0,0,0,0,0,1
72743,0,0,0,0,0,0,0,1
72744,0,0,0,0,0,0,0,1
72745,0,0,0,0,0,0,0,1
10003,1,0,0,1,0,1,1,1
10032,9,0,0,1,33,3,11,1
10034,0,0,9,0,0,0,9,1
10039,0,0,1,0,0,0,1,1
10042,0,0,6,0,0,0,6,1
10044,17,0,0,1,0,2,8,1
10045,0,0,7,0,0,0,7,1
10048,0,0,6,0,0,0,6,1
10050,0,0,7,0,0,0,7,1
10051,0,0,6,0,0,0,6,1
10053,20,0,0,1,33,3,17,1
10055,0,0,15,0,0,0,15,1
10062,0,0,3,0,0,0,3,1
10064,0,1,0,1,0,10,10,1
10077,0,0,0,0,0,0,0,1
10078,0,0,0,0,0,0,0,1
10079,0,0,0,0,0,0,0,1
10080,1,0,0,0,0,30,0,1
10081,0,0,0,0,0,0,0,1
10090,0,0,0,0,0,0,0,1
10091,0,0,0,0,0,0,0,1
10092,0,0,0,0,0,0,0,1
10093,0,0,0,0,0,0,0,1
10094,0,0,0,0,0,0,0,1
10095,0,0,0,0,0,0,0,1
10096,0,0,0,0,0,0,0,1
10097,0,0,0,0,0,0,0,1
10098,0,0,0,0,0,0,0,1
10099,0,0,0,0,0,0,0,1
10100,0,0,0,0,0,0,0,1
10101,0,0,0,0,0,0,0,1
10102,0,0,0,0,0,0,0,1
10103,0,0,0,0,0,0,0,1
10104,0,0,0,0,0,0,0,1
10105,0,0,0,0,0,0,0,1
10106,0,0,0,0,0,0,0,1
10107,0,0,0,0,0,0,0,1
10108,0,0,0,0,0,0,0,1
10109,0,0,0,0,0,0,0,1
10110,0,0,0,0,0,0,0,1
10127,0,0,1,0,0,0,1,1
10128,0,0,1,0,0,0,1,1
10133,0,0,1,0,0,0,1,1
10135,0,0,1,0,0,0,1,1
10141,0,0,0,1,50,2,13,1
10147,0,0,11,0,0,0,11,1
10148,1,0,0,1,50,4,12,1
10151,0,0,3,0,0,0,3,1
10153,0,0,0,1,0,2,5,1
10161,0,0,1,0,0,0,1,1
10162,0,0,1,0,0,0,1,1
10166,0,0,6,0,0,0,6,1
10168,0,0,2,0,0,0,2,1
10171,0,0,3,0,0,0,3,1
10176,0,0,1,0,0,0,1,1
10179,0,0,1,0,0,0,1,1
10182,0,0,1,0,0,0,1,1
10195,0,0,0,1,0,0,0,1
10200,0,0,26,0,0,0,26,1
10201,0,0,8,0,0,0,8,1
10212,0,0,12,0,0,0,12,1
10213,0,0,5,0,0,0,5,1
10214,0,0,14,0,0,0,14,1
10215,0,0,15,0,0,0,15,1
10243,0,0,1,0,0,0,1,1
10256,5,3,0,1,0,1,1,1
10268,0,0,5,0,0,0,5,1
10280,0,0,6,0,0,0,6,1
10296,0,0,0,1,0,2,3,1
10304,0,0,1,0,0,0,1,1
10305,0,0,3,0,0,0,3,1
10306,0,0,4,0,0,0,4,1
10348,0,0,3,0,0,0,3,1
10356,0,0,4,0,0,0,4,1
10359,0,0,3,0,0,0,3,1
10389,0,0,12,0,0,0,12,1
10400,2,2,0,1,0,1,1,1
10403,0,0,1,0,0,0,1,1
10405,0,0,3,0,0,0,3,1
10412,0,0,1,0,0,0,1,1
10413,0,0,1,0,0,0,1,1
10420,0,0,1,0,0,0,1,1
10421,0,0,1,0,0,0,1,1
10434,0,0,1,0,0,0,1,1
10451,0,0,8,0,0,0,8,1
10459,2,0,0,1,56,8,13,1
10492,2,0,0,2,59,8,9,1
10507,0,0,7,0,0,0,7,1
10515,0,0,2,0,0,0,2,1
10520,0,0,4,0,0,0,4,1
10522,0,0,2,0,0,0,2,1
10527,0,0,4,0,0,0,4,1
10540,8,0,0,1,33,6,9,1
10542,0,0,1,0,0,0,1,1
10544,0,0,2,0,0,0,2,1
10545,0,0,1,0,0,0,1,1
10546,0,0,1,0,0,0,1,1
10557,0,0,1,0,0,0,1,1
10558,0,0,1,0,0,0,1,1
10564,0,0,1,0,0,0,1,1
10565,0,0,1,0,0,0,1,1
10566,0,0,7,0,0,0,7,1
10570,0,0,1,0,0,0,1,1
10581,0,0,8,0,0,0,8,1
10585,0,0,1,0,0,0,1,1
10595,0,0,1,0,0,0,1,1
10599,0,0,1,0,0,0,1,1
10600,0,0,1,0,0,0,1,1
10614,1,0,0,2,0,2,1,1
10617,0,0,1,0,0,0,1,1
10622,0,0,1,0,0,0,1,1
10624,0,0,1,0,0,0,1,1
10632,0,0,1,0,0,0,1,1
10636,0,0,1,0,0,0,1,1
10644,0,0,9,0,0,0,9,1
10647,0,0,4,0,0,0,4,1
10650,0,0,6,0,0,0,6,1
10657,0,0,1,0,0,0,1,1
10658,0,0,1,0,0,0,1,1
10659,0,0,1,0,0,0,1,1
10662,0,0,1,0,0,0,1,1
10665,0,0,0,2,0,21,0,1
10666,1,0,0,2,0,2,1,1
10674,0,0,0,1,0,5,5,1
10676,0,0,1,0,0,0,1,1
10678,0,0,1,0,0,0,1,1
10679,0,0,1,0,0,0,1,1
10681,1,0,0,1,50,2,2,1
10685,0,0,3,0,0,0,3,1
10704,1,0,0,2,0,2,1,1
10717,0,0,0,1,0,1,1,1
10722,0,0,1,0,0,0,1,1
10723,0,0,4,0,0,0,4,1
10724,0,0,0,1,0,0,0,1
10725,0,1,0,0,0,0,0,1
10728,2,0,0,1,50,2,2,1
10731,2,0,0,1,50,2,2,1
10740,0,0,3,0,0,0,3,1
10742,2,0,0,2,33,6,3,1
10746,1,0,0,1,50,3,5,1
10748,0,0,3,0,0,0,3,1
10759,0,0,2,0,0,0,2,1
10761,0,0,1,0,0,0,1,1
10766,0,0,1,0,0,0,1,1
10779,1,0,0,2,0,2,1,1
10782,0,0,1,0,0,0,1,1
10787,0,0,1,0,0,0,1,1
10789,0,0,1,0,0,0,1,1
10798,0,0,1,0,0,0,1,1
10802,0,0,6,0,0,0,6,1
10807,0,0,20,0,0,0,20,1
10810,0,0,6,0,0,0,6,1
10813,0,0,6,0,0,0,6,1
10814,1,0,0,2,0,5,2,1
10820,0,0,0,1,25,2,2,1
10823,0,1,0,0,0,2,0,1
10831,0,0,1,0,0,0,1,1
10832,0,0,4,0,0,0,4,1
